,0,1
254,1999年の『ハイスクール白書優等生ギャルに気をつけろ,つく
255,・応募に関する注意事項に同意いただける方,いただく
256,バグにツイートをくれてやれ,くる
257,やっと皆さんにこの映画をお届けできることを嬉しく思います,できる
258,全力投球した結果、ダメだったそれでいいと思いましたが、幸せなことに今日皆さんの前に立てています,立つ
259,・おかえり、はやぶさ-作品情報・銀座駅構内図｜新宿駅構内図-東京メトロ■関連記事・藤原竜也、中学生とともにロケット打ち上げに成功・藤原竜也、杏ら日本の俳優のスケールでは宇宙に行けない・「はやぶさ」のグルメ登場,行く
260,『アベンジャーズ』ジャパンプレミアにご招待・新たなヒロインは“美しい”暗殺者、映画『コロンビアーナ』試写会にご招待・ハリウッドも注目する“笑って泣ける”話題作『最強のふたり』ジャパンプレミアにご招待・剛力彩芽に会える,会う
261,強いて言えば、タンクトップ姿を見せながらも、深海生物の粘液にまみれた触手を相手に、オーバーオールのパンツルックに終始するので、男性諸君にはややセクシーさに欠ける印象を残すのが惜しまれます,欠く
262,ミレディは、ミステリアスで魅力的、そして最高に危険なキャラクターとして、本作に華を添えている,添う
263,監督・廣木隆一コメント悲しい題材ですが永遠になれるように主演の二人の新鮮な組み合わせに期待してます原作者・中村航コメント真摯でひたむきな大倉さんと桐谷さんに以前から注目していました,なる
264,公開時期がずれたことで、人気大作になれなかった,なる
265,しかしながら、古くからエディ・マーフィを知る映画ファンにとって、スライドのようなキャラクターこそが彼の魅力を存分に発揮できる待望の役柄と言えるだろう,できる
266,・応募に関する注意事項に同意いただける方,いただく
267,・応募に関する注意事項に同意いただける方,いただく
268,ジョニデとティム・バートン監督に会えるチャンス,会う
269,残念ながら本編を鑑賞することは出来ないが、2人に会えるまたとないチャンス,会う
270,高校生たちの人間関係や、それぞれのキャラクターの想いが等身大に映し出され、本作の世界観を存分に楽しめる仕上がりになっている,楽しむ
271,グランプリを選出する「コンペティション」、日本未公開のエンタテインメント作品が集う「特別招待作品」、バラエティーに富んだ日本映画を海外へ発信していく「日本映画・ある視点」など様々な部門にわけて映画を上映,わく
272,また、彼女が身に着けている緑のバンドにも注目,着く
273,オススメのポイント2一歩を踏み出すだけで仲良しになれる物語の大筋は、「もも」と何やら父と関係がありそうな「妖怪」の三人組がおかしなやり取りをしながら、亡くなった父の残した「ももへ」とだけ書かれた手紙の答えを見つけるということ,なる
274,無実の罪で逮捕された愛する妻を助けるために脱獄計画を立てるストーリー,立つ
275,今回は、ヨーロッパでサーカス一座に加わることになり、僕の演じるアレックスもそうですが、柳沢さん演じるマーティがいつも以上にとても弾けています,弾く
276,公開直後から映画公式Facebookなどには「最後に泣けた」「JとKの友情に涙」「まさかこんなに感動するとは」といったコメントが男女問わず数多く寄せられた,泣く
277,日本を代表する映画人をゲストに迎え、映画論を語るカンファレンスと人気作を上映する二部構成で、映画の魅力を朝まで存分に堪能できる,できる
278,・応募に関する注意事項に同意いただける方,いただく
279,また、マスコミに秘密が漏れ、女性記者のフェアチャイルドがこの事件の全貌を暴こうと乗り出す,漏る
280,point2：破滅「“AKB48のセンター”が泥沼の借金地獄」6月に行われたAKB4827thシングル選抜総選挙で、2位以下に3万票以上の圧倒的な大差をつけ、見事センターの座に返り咲いた大島優子,つく
281,ジャパンプレミア抽選券も当たってしまって、息子に大きなプレゼントができました,できる
282,残念ながら先着300名に漏れたファンも、イベントに参加できないことが分かりながらもチケットを購入する人が後を絶たず、この日に用意されたチケットは完売となった,漏る
283,残念ながら先着300名に漏れたファンも、イベントに参加できないことが分かりながらもチケットを購入する人が後を絶たず、この日に用意されたチケットは完売となった,できる
284,パリ警察によりユダヤ人が一斉検挙されヴェロドローム・ディヴェールと呼ばれる屋内競輪場に押し込めれた事件である,押し込む
285,パリ警察によりユダヤ人が一斉検挙されヴェロドローム・ディヴェールと呼ばれる屋内競輪場に押し込めれた事件である,る
286,久し振りに皆さんと近くで会えて、目も合ったのに全然気付かなくて、本当に楽しかったです（笑）,会う
287,・おかえり、はやぶさ-作品情報■関連記事・「はやぶさ」が“かなり飛び出る3D駅貼ポスター”、都内に登場・藤原竜也、中学生とともにロケット打ち上げに成功・藤原竜也、杏ら日本の俳優のスケールでは宇宙に行けない・「はやぶさ」のグルメ登場,行く
288,現在の観客動員数ランキングは、トップ10圏外となってしまったが、公開週は4位につけていた,つく
289,みんなでこのメガネをかけて、5月21日に日本各地で観測できそうな金環食を観測したら、空よりも異様な雰囲気になること間違いなし,できる
290,——過去に戻れるとしたら、どこに,戻る
291,“不安に立ち向かう”をテーマに描かれた主題歌は、静かな中に自分だけの意志を響かせる、静かな強さを持った曲だという,響かす
292,…思いっきり一緒に笑って泣いて怒って悩む、誰もがどこかに必ず共感できる女子の興味が全部詰まった最高の女子力UPムービーが誕生,できる
293,蜷川監督は「一緒に戦えたのがエリカで良かった」と作品の仕上がりに満足の様子,戦う
294,三池監督：津雲半四郎は世間に対してどうのではなく、自分に折り合いをつけるために行動したんです,つく
295,裏世界に足を踏み入れてしまった砧が、リーダー的存在のジョー（永瀬正敏）とジジイ（我修院達也）と共に臨んだ初仕事の荷物は、首が切られたヤクザの組長・田沼の死体でした,踏み入る
296,」と挨拶すると、「本当に日本に来れて嬉しいです,来る
297,北川景子、芦田愛菜が声優を担当したことで話題となっている『マジック・ツリーハウス』は、3位につけている（詳しいランキングはこちら）,つく
298,人気モデルのローラは、映画『ペントハウス』のイベントに1億円のジュエリーをつけて登場しました,つく
299,・『荒川アンダーザブリッジ』プレミアイベントに林遣都、桐谷美玲、安倍なつみらキャストが大集合・藤原竜也、杏ら日本の俳優のスケールでは宇宙に行けない・桐谷美玲が“美食”をテーマに新CM出演、CM曲はmoumoon第84回アカデミー賞のノミネート作品が発表されました,行く
300,そして、棚に並べられた高級ウイスキーも本物が入っているそうだ,並ぶ
301,そして、棚に並べられた高級ウイスキーも本物が入っているそうだ,らる
302,まず日本の代表的なたばこの銘柄である「ピース」を選んでいる時点でもこだわりがあるが、缶に詰めたピースというところがさらなる奥深さを感じさせる,詰む
303,原作は、映像化を視野にいれ、原作を手がけたという、不良マンガのバイブル的存在『BADBOYS』の田中宏による400万部突破の同名人気コミック,いる
304,・応募に関する注意事項に同意いただける方,いただく
305,そして本作『ダークナイトライジング』ではジョーカーをも凌駕する敵ベインが現れ、ゴッサムシティを破壊と混乱に陥れる,陥る
306,宗教をカサに同性愛者を差別をする人々、テロ事件に心を痛めたふりをしながら周りの人間に横柄な態度をとる者,痛む
307,しかし、ヒットガールの例に漏れず、彼女もかなりエキセントリックなキャラクターだ,漏る
308,何も考えずに楽しめ、とは言えないが、ノーカットで公開に踏み切った配給会社の勇気は賞賛に値するものである,楽しむ
309,あんな夫になれるよう頑張らなければ、と尻を叩かれる作品だ,なる
310,エイリアンに対する突っ込みどころが頭から離れず、物語に入り込めなくなってしまった,入り込む
311,ストーリー自体も、実際の犯行にできる限り忠実に描いている,できる
312,極めてエンタメ志向な、監督の恐るべき手腕こういった、一見きまじめな題材にも関わらず退屈せずに見れるのが、本作の一番驚くべきところである,見る
313,この曲のミュージックビデオを想起させる激しいダンスで暴れまくり、ステージに華を添えた,添う
314,「男女関係なく笑えるから」、「恋がしたくなるから」、「楽しい気持ちになれて、お互いの気持ちになれるから」とのコメントが集まっている,なる
315,「男女関係なく笑えるから」、「恋がしたくなるから」、「楽しい気持ちになれて、お互いの気持ちになれるから」とのコメントが集まっている,なる
316,・応募に関する注意事項に同意いただける方,いただく
317,あなたも“恐怖のグレイヴ顔”になれる,なる
318,今年の初夏に日本とマレーシアを舞台に撮影を進めてまいりましたが、今日みなさんに観て頂けるということで、感激でいっぱいです,進む
319,だから、誰かに何かを売れるようなタイプではないわね（笑）,売る
320,3D映画だから登場人物と同じ世界をリアルに体験できるの,できる
321,幼少期のトラウマで男性が苦手、恋にオクテで素直になれない水樹に対し、外見とは裏腹に男らしく、大胆に強引に自分の気持ちを伝える秋羅,なる
322,また、水樹が率いるバンド・ブラウエローゼンは、インディーズバンド最大のロックフェス“ラブロック・フェスティバル”に出場できるのか…,できる
323,非常に高速に2D動画を3D動画に変換できるのがうれしいポイント,できる
324,スマホを車に固定する場合、両面テープでスマホのホルダーをダッシュボードに張り付けたり、ネジ穴を切ってステーを固定したりする方法は、大切な車を傷つけたり、汚れを残したりすることになり、とてもじゃないがやりたくないという人も多いだろう,張り付く
325,このダウンロード版ソフトの販売について、ダウンロード版ゲームはお得に購入できるのか,できる
326,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
327,特別な家庭や家族ではないという久保さんにお子さんを含めた家庭について、聞いてみた,含む
328,写真を撮るときに気をつけていることは、自分の目線から撮らないようにすることぐらいです,つく
329,今の写真は、シャッターを切れば誰にでも撮れる,撮る
330,久保さんが、誰にも撮れない、本人すらしらなかった表情を写真に定着できるのは、そうした被写体である目の前にいる人と「人」として向かい合っているからなのだ,できる
331,最近、二十歳になる女性を撮らせていただいたのですが、本人に見てもらったときに、いつも見ている自分ではでない自分に出会えたと言っていただけました,出会う
332,」作品のモデルでもある娘さんは、今回のインタビューの前日に会場で照れながらも喜んで記念撮影をしたそうだ,照る
333,太平洋側のどこで、どの時間帯に見れるのかといったことがわかるアプリを紹介しましょう,見る
334,何時に見れるのかが分かります,見る
335,中でもWindowsライクに利用できるUbuntu（ウブントゥ）は、WindowsVista以降のOSを動かすには、少々荷が重いようなPCでもサクサク動いてくれることで、古いPCを長く使いたいと考えているユーザーの強い味方になってくれる,できる
336,IntelZ77Expressチップセットを搭載したGIGABYTEの「GA-Z77X-UD5H」は、第2世代「IntelCoreiシリーズ（SandyBridge）」および第3世代「IntelCoreiシリーズ（IVYBridge）」のパフォーマンスを最大限に引き出せるミドルレンジクラスのマザーボードである,引き出す
337,ふだん何気なく使っているパソコンだが、ちょっとした工夫やヒントで効率よく仕事ができたり、今まで以上に便利に使えたりするテクニックがある,使う
338,将来、もしも生活に余裕ができたなら、男の料理とでもいうような感じで豪快に分厚いステーキなどを焼き上げてがっつり食べるような生活をすることを夢見て、毎日の仕事に勤しんでいる筆者である（たぶん無理……）,できる
339,簡単に登録する方法があるので、覚えておくとよく使うファイルを高速に起動できるようになる,できる
340,元に戻せるExcel設定,戻す
341,国内メーカーPCの2012年の夏モデル解説や今後のトレンド、そして新しいCPU＆プラットフォームのIVYBridege解説といったPCのハードウェアに相当詳しくないと書けないネタから、Dropboxのバージョンアップ詳細情報や使い込んでないと絶対に分からないiアプリの情報といったジャンルまで、多方面に渡るデジ通の活躍を今後も期待してもらいたい,書く
342,-「見た目や形だけに捉われるのではなくて、優しさとか、向上心とかそういった内面の輝きが美しさにつながっていくんじゃないかなと思っています,わる
343,●自分撮りも簡単にできる-180度チルト可動式液晶モニター液晶モニターは上方向に約180度、下方向に約13度まで角度を調節できるチルト可動式だ,できる
344,「おまかせオート」モードから、コントロールホイールやソフトキーを使って直感的に操作でき、一眼カメラならではの写真表現を自在に楽しめる,できる
345,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
346,釣りと言えばクラウドファンディングネタに見事に引っかかってしまったお恥ずかしきITライフハック編集部の中の人、余りにも頭に来てたものだから別件の仕事でもミスを犯すという始末に編集長のあきれた顔を見て一週間を終えようとしております・・・,あきる
347,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
348,虎の巻】・インテル社長の自作PCまとめ吉田社長の個性的な自作機【デジ通】・最新CPUに出会えるチャンス,出会う
349,自社店舗だからこそ空港受け渡し時の手数料が無料にできる」としている,できる
350,そうしたときに時間的余裕の取れるセントレアでモバイル端末を貸し出してもらえるというのは非常に心強い,取る
351,また、成田に向かっている便が天候の関係でセントレアに変更になったような場合、一泊して翌日成田まで飛ぶようなケースや、そのまま陸路を帰宅するケースではレンタル期間内に返却できないというケースがあったが、今後はセントレアで返却可能になる,できる
352,リニューアル後は、現在も増えてきている取り扱い数に対応するための接客スペースの拡張と、今後、羽田空港を利用する格安航空会社（LCC）の増便に対応できるよう、24時間返却が可能な返却ボックスの大型化を図るとしている,できる
353,少し知識のある人間が少々手を加えるだけで有料放送が見放題のB-CASカードに改変できてしまうということが問題であり、早急な対応が行われないと、有料放送を行っている放送局側がかなりの被害を受ける可能性がある,できる
354,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
355,ホームシアターPC（HTPC）といえば、HD解像度の動画を楽々と再生できるスペックを詰め込んでありながらも、リビングの大画面テレビの脇に設置できるくらいにはコンパクトなサイズでないといけない,できる
356,ホームシアターPC（HTPC）といえば、HD解像度の動画を楽々と再生できるスペックを詰め込んでありながらも、リビングの大画面テレビの脇に設置できるくらいにはコンパクトなサイズでないといけない,できる
357,メンバー全員にいっせいにお知らせを出せるし、出欠の確認だって取れる,出す
358,また、グループは公開、非公開の他、秘密など、公開範囲を設定できるので、仕事上のやり取りにだって使える,使う
359,「苫小牧に国内最大のメガソーラ作る際に苫小牧市の瓦礫処理をやめるようになんとか説得してくださいな,やむ
360,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
361,・自宅のネット回線を解約してWiMAXやイーモバのWiFiルーターに変更できる・通勤や通学途中の回線接続が確保できる（電波が届く）上記の条件がクリアできるなら試す価値があると思うが、どうだろう,できる
362,電子書籍は永遠に読めるのか【デジ通】・インテルSSD520をMacに装着,読む
363,同ブースに人だかりの山ができたのには、それなりの理由がある,できる
364,・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える・MS「SkyDrive」が機能アップ,使う
365,「隠れSATAポート」を活用し、インテルの最新SSD「Intel520シリーズ」を旧型Macに取り付けて爆速ウハウハになってやろうという企画（続編）も、いよいよ最終回,取り付く
366,もちろん結果は、無事に起動ディスクに指定できた,できる
367,-Dr.クリスのブログ■「超社長PC」製品情報■メディアバンク■パソコンに関連した記事を読む・最新CPUに出会えるチャンス,出会う
368,また、場合によっては高クロック設定を元に戻せなくなってしまうこともある,戻す
369,連続通信時間は約9時間で、最大10台までのWi-Fi対応機器に同時接続ができる,できる
370,ACCSでは、これまでも、ソフトウェア管理の普及・啓発活動を継続的に進めてきた,進む
371,（２）ソフトウェア管理チェックセット（ダイレクトメール）を企業等に送付企業においてソフトウェア管理が正しく実施できているかを確認できる資料を企業向けに送付する,できる
372,マイクロソフトが提供するオンラインストレージサービスの「SkyDrive」は、無料で大容量なことが特徴（4月より最大25GBから7GBに減少したが、既存ユーザーは25GBに増量できる）,できる
373,紺子ぬいぐるみ、みんなのところに行けるといいなぁ・おはこんこん,行く
374,スマホを車に固定する場合、両面テープでスマホのホルダーをダッシュボードに張り付けたり、ネジ穴を切ってステーを固定したりする方法は、大切な車を傷つけたり、汚れを残したりすることになり、とてもじゃないがやりたくないという人も多いだろう,張り付く
375,元に戻せるExcel設定・Word文章の重要部分に蛍光ペンでマークする・新しいウィンドウを素早く開いて次の作業を開始・IE9のタブに表示中のWebページをサムネから切り替えるワザ,戻す
376,iPhone、iPad、iPodtouch、Macを使っているユーザーにメッセージが送れる,送る
377,・Facebookとの統合写真、リンク、コメントを位置情報付きで直接、使っているアプリケーションから投稿できるほか、Facebookの友達を自動的に連絡先に追加できます,できる
378,・AirPlayミラーリングMacの画面に表示されている全てを、最大1080pでセキュアにストリーミングし、AppleTVを介してHDテレビに簡単にワイヤレスで配信できる,できる
379,内蔵グラフィックスは外部に３枚まで映像出力できるようになっており、HDMIやDisplayPortやアナログRGB、DVIといったインターフェイスでディスプレイと接続可能になっている,できる
380,■世界でどれだけ売れるか任天堂の決算資料によると2011年度の販売数は、ニンテンドー3DSは欧米での2011年秋から冬にかけて盛り上がりに欠けた事などの影響で、日本で480万台売れたが、海外では876万台と約1.8倍にとどまった,欠く
381,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
382,また、グループは公開、非公開の他、秘密など、公開範囲を設定できるので、仕事上のやり取りにだって使える,使う
383,」「「ふりさけみれば花色の空」孫社長の歌に後句をつけてみました〜写真ではまるで桜色の空のようだったので,つく
384,」「満開の枝に揺らめくハゲ頭」「グットです♪(´θ｀)ノ」「今年は桜の写真、撮りに行けなかったけど、みんなのたくさんの写真に癒された〜(^^)ありがとう」「おおぉ,行く
385,ちゃんと目的のセルを参照しているかどうかをチェックしたいときに使える、便利ワザを紹介しよう,使う
386,矢印で参照元がひと目で確認できるので、計算式に間違いがないかどうかをすぐに確認できるこのワザ、ぜひ試してみてもらいたい,できる
387,最近のスマートフォンは、本格デジカメとして使えたり、パソコンなみにネットサーフィンができたり、無料通話ができたりと、驚くほど便利な機能が詰まっている,できる
388,なお、イケショップでは、2011年3月2日より「MobilePowerStation2700mAh」を30台限定で、iPhone/スマートフォン/携帯電話の充電に使えるモバイル機器用コネクタ・ケーブルセットをプレゼントとのこと,使う
389,OS側の調整でかなり違和感のない使い勝手にできるようだが、画像を拡大していくと見えるアラがどうしても出てしまうといった点では、まだまだ対応できているとは言い難い,できる
390,これにより、同ソリューションを採用した様々な書店サイトから購入した電子書籍が閲覧できるほか、画面上に表示される書棚に並べて一元管理することが可能だ,並ぶ
391,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
392,いつでも自由にチェックでき、定期的に測定できるのが「自動更新」で毎月自動的に引き落としされる,できる
393,また定期的な認知症予防講座コラムや認知機能向上アドバイスなども提供され、家族全員で認知症に対応できるようになっている,できる
394,特に漫画を見開きで表示しても、全く違和感なく、おそらく作者の意図したであろう通りに表示できていると思われる,できる
395,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
396,ふだん何気なく使っているパソコンだが、ちょっとした工夫やヒントで効率よく仕事ができたり、今まで以上に便利に使えたりするテクニックがある,使う
397,PDFファイルに直接書き込みができる無料ソフトを活用しよう,できる
398,スマートフォンほど高性能では無いがFacebookやTwitterなどのSNSや、メール、地図、Webなど各種インターネットサービスに接続できAngryBirdsなどのアプリも用意されている,できる
399,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
400,要は自分のPCで繰り返し何度も見たい動画、iPhone＆iPadやスマホに転送して、外出時に見たいといった需要に対応できるツールがソースネクストの「B's動画レコーダー2」だ,できる
401,この機能はオフラインでも使えるようになっており、書籍取得の際にネットが使えれば、その後はネットに接続されていなくても読み進めることができる,使う
402,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む
403,本機は、ノートPCと一緒に持ち運べる軽量・コンパクトサイズで、Blu-rayディスク（BD）やBDXLディスク、DVD、CDなど幅広いディスクの記録・再生に対応している,持ち運ぶ
404,NEC世界最軽量Ultrabookが凄い・アップルに対抗できるのか,できる
405,デルは米国法人や日本法人を含める各国において、子供たちや若者がテクノロジーに親しめるようなプログラムを世界各国で積極的に展開している,親しむ
406,楽天が大手書店と連携した理由「お得に購入できる裏技あり,できる
407,本格化する日本の電子書籍【デジ通】・お得に購入できる裏技あり,できる
408,当然ながら高機能で大容量なモバイルバッテリーは、あらゆる端末に対応できるので、多少のデメリットは我慢すればいいという考え方もある,できる
409,先述したように「今使っているスマホが充電できればいい」という人に適しているのだが、それ以上に最適と言えるのが、ズバリ、「microUSB端子で充電できるスマホを持っている人」だ,言う
410,以上、PortablePowerBankforスマートフォンを紹介したが、スマホ一台持ちでそんなにバリバリに使わないというライトユーザーや女性ユーザーにオススメできるバッテリーである,できる
411,■メディアにイメージを焼き付けるUbuntuのイメージCD/DVDを作成するには、UbuntuのWebサイトから最新のISOイメージをダウンロードし、700Mバイト以上の容量を持つCD-R/RW/DVDにブート可能にしてコピーする,焼き付く
412,・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える,使う
413,本登録まで完了しても、ひとくりにログインしないと使えない,使う
414,まずはIDとパスワードを入力してログインしよう■ひとくりにブログを登録するのは非常に簡単ひとくりにログインできたら、お気に入りのブログにアクセスしたらURLをコピーして、URL入力欄に貼りつける,できる
415,そんなときに、このアプリで撮影、補正機能を使って写真を簡単に補正、そしてブログにアップといったことが簡単に行えるわけだ,行う
416,単純に地球の真後ろに太陽があってそこから光が照らされるために地球の影が月面にできるという理屈なわけだが、そう言われても不思議な現象である,できる
417,つまり、クリエイターと読者が一緒にあたらしい電子書籍作品を作れる一体感が魅力なのだ,作る
418,さらに「正直に言うとフリック入力は苦手」、「ソフトウェアキーボードでの入力に馴染めない」という人もかなり多い,馴染む
419,さらに動物の画像は、加工して保存したり、あるいは直接メールに添付できます,できる
420,写真を転送しようと昔から使っていた無料ストレージを使おうとしたら、一度に送れるファイルの容量が50Mバイトまでに制限されており、50Mバイトごとにファイルを分割するのが面倒なので1Gバイトを超えるストレージサービスがないかと探していた,送る
421,Webブラウザベースで管理が行えて一度に扱えるファイルは最大4Gバイトまで,扱う
422,アップロードしたファイルごとにダウンロード用のURLが作成される仕組みで、アップロード時に割り当てられた削除キーを使えばファイルのダウンロード後にサーバ上からファイルを削除できるようになっている,できる
423,■パスワード設定も可能でファイル形式も自由「らくするBOX」会員登録は不要で一度にアップロードできるファイルの最大容量が2Gバイトでアップロード時にダウンロード用のURLリンクを作成、保存期間は7日間といった感じでGigaFile便と似たサービスなのが「らくするBOX」だ,できる
424,また、星に関する著書で人気のライター石井ゆかり氏に、星の世界へのナビゲーター役として写真に写り込んだ星を読んでもらい、その言葉を作品に添えて展示することで、星への魅力を一層高める展示となっている,添う
425,ツイートを手がかりに、サッカーのゴールシーンや好きなタレントの登場シーンにジャンプできるわけだ,できる
426,Android版同様「芸能・ゴシップ・エンタメ関連の記事を便利に読みたい」という人に文句なしでオススメできるアプリに仕上がっているぞ,できる
427,NECによる、Twitterと連携した「つぶやきプラス」など独自のものもあるが、トレンドは、OSの起動を待たずにテレビだけをすぐに視聴できるもので、この夏モデルでほぼ出そろった形になっている,できる
428,先日あえなく砕け散ったインテルの最新SSD「520シリーズ」を旧型Macに取りつけるという連載,取りつく
429,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
430,こんな人におすすめ：音楽が好きな人、ブロック系ゲームが好きな人こんなときにおすすめ：ブロック系ゲームがしたいときアプリ名：ルミネス–TouchFusionカテゴリ：ゲーム価格：450円(2012年4月7日現在）二色のブロックを正方形にならべて、消していくゲームです,ならぶ
431,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
432,紺子ぬいぐるみ、みんなのところに行けるといいなぁ・おはこんこん,行く
433,ファイルの無許可ダウンロード罰則化はオトナも危険」の件で、もしもこの刑罰化が委員会で決定してしまい本会議に提出されて衆議院を通過するようなことにでもなった場合、せめて片山先生のいらっしゃる参議院で否決して衆議院に差し戻すのにご協力いただければと考えます,いただく
434,またiPadを縦表示（1536×2048）にした場合は長手方向の解像度に対応できない,できる
435,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
436,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む
437,他紙にない企業や株式市場の金融市場といった詳細な経済関連の情報が読めるのであればと、お金を出す人がいるためサービスとしてなんとか成立していると見ていいだろう,読む
438,セット内容としては、防水ケース本体、首からかけることができるストラップ、そして腕に巻き付けて固定できるアームバンドも付属している,巻き付く
439,アームバンドはケースの裏側に通せるようになっており、アームバンドをそこに通して腕に巻き付けて固定できるようになっている,通す
440,アームバンドはケースの裏側に通せるようになっており、アームバンドをそこに通して腕に巻き付けて固定できるようになっている,巻き付く
441,防水ケースというだけでなく、アームバンドを併用することで、自転車でのサイクリングやジョギングでも利用でき、スポーツや本格的なトレーニング時にも身につけていられるので利用シーンを広げることができる,つく
442,iPhoneをマイ自転車に搭載できる強力な防水機能マウント・シンプル・スリム,できる
443,・全機種が最新のAndroid4.0搭載・インターネットをサクサク快適に使える「Xi」（クロッシィ）対応スマートフオンの大幅拡大・スマートフォン向け放送局「NOTTV」の番組が楽しめる、モバキャス対応機種の拡大・動画やゲームを存分に楽しめる、処理能力の高いクアッドコア、デュアルコアCPUの搭載・手のひらに収まる3インチ台から、電子書籍も読みやすい5インチ台まで、多彩なサイズバリエーション・デザインだけでなく、コンテンツにまでこだわったコラボレーションモデルまた、今回初めて「らくらくスマートフォン」を提供する,楽しむ
444,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
445,今回は、オーディションで通ったテーマに近づけ、今回のような形になりました,近づく
446,RINGCUBEはドーナツ状の展示空間をもつギャラリーで、外側と内側の壁面に作品を展示できる,できる
447,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
448,UbuntuなどのLinuxとWindowsでは、ファイル名に使える文字の制限が異なる,使う
449,なぜなら、ファイル名にWindowsで使えない「：」（半角コロン）が入るからだ,使う
450,■ITライフハックTwitter■デジ通の記事をもっと見る・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える・MS「SkyDrive」が機能アップ,使う
451,ユーザーは意識せずに好きなジャンルのニュースのみを閲覧できる,できる
452,■無料スペースで十分使えるDroplrには有料コースもあり、月3ドルを払うことで、1ファイルあたり容量を1GB、ストレージ容量を100GBに拡張できる,できる
453,Googleカレンダーなどでも同じ機能を実現できるが、タスクバーやメニューバーといったところから、すばやく情報にアクセスできるのが利点なのだ,できる
454,スマホを車に固定する場合、両面テープでスマホのホルダーをダッシュボードに張り付けたり、ネジ穴を切ってステーを固定したりする方法は、大切な車を傷つけたり、汚れを残したりすることになり、とてもじゃないがやりたくないという人も多いだろう,張り付く
455,これに対応できる電源マイコンは、レノボのThinkPadや東芝の企業向けモデルなどに採用されていたが、実は日本製のノートパソコンの多くは、これに対応できる電源マイコンが搭載されていたのだ,できる
456,これに対応できる電源マイコンは、レノボのThinkPadや東芝の企業向けモデルなどに採用されていたが、実は日本製のノートパソコンの多くは、これに対応できる電源マイコンが搭載されていたのだ,できる
457,しかし、コストパフォーマンスの高い海外メーカーなどは、使用している電源が非対応だったといったような理由で、この機能に対応できていないモノもあるようだ,できる
458,また、PC自体に電力量をチェックする機能がついたことで、わざわざ自分でネットで調べることなく、他の機器を含めて、自主的に節電ができるようになる,できる
459,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む
460,このクーラーは、オプションで外部にファンを2つ追加できるようになっている,できる
461,会員である企業は、高価な有償ソフトやサービスを実際に試用して効果測定が行え、提供する企業側は試用感のインタビューに答えてもらうことで商品開発に役立てることができる,役立つ
462,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む
463,それらが数多あるフォルダの中にうずもれてしまった場合、PCを押収され検索されれば、出てくるわけで、忘れていたファイルのために「クロ」判定されて強引に有罪に持ち込まれる可能性だってある,うずもる
464,Ultrabook(TM)の活用事例がわかる「Ultrabook(TM).jp」■Ultrabook(TM)ユーザーになれる大チャンスコストパフォーマンスが非常に高い「Ultrabook(TM)」だが、いざ購入となると決誰しも悩むところだ,なる
465,レビューアーになれば、実際に使えるだけでなく、使用感や利用シーンなどのレポートと引き替えに製品を無料で貰えるのだ,貰う
466,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む
467,このメモリーを用意しておくことで、イザというときにデータを救出できるのはもちろん、外出先で他人のパソコンを借りなければならなくなった場合でも、USBメモリーから起動することで、自分用の環境で使い、データも持ち運びできるわけだ,できる
468,・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える,使う
469,日本テレビ「ZERO写真展」を開催・写真の凄さ・楽しさに出会える「RINGCUBE」,出会う
470,当初の無料スペースは25GBから７GBへと縮小されたが、期間限定で25GBにアップグレードできる,できる
471,そして販売国ごとに現地で売れると判断したモデルだけを販売国で投入するという徹底したターゲットニーズ展開も特徴だ,売る
472,iOS向け「Googleドライブ」の日本版はまだだが、ファイルにアクセスできないわけではない,できる
473,また、面白い機能が開発者ツールで「3DDOMビューア」(Tilt)とCSSスタイルエディタが追加され、標準でページのDOMの解析やCSSファイルの編集が効率的にできるようになっていることだ,できる
474,NECによる、Twitterと連携した「つぶやきプラス」など独自のものもあるが、トレンドは、OSの起動を待たずにテレビだけをすぐに視聴できるもので、この夏モデルでほぼ出そろった形になっている,できる
