,0,1,2
338,元に戻せるExcel設定・Word文章の重要部分に蛍光ペンでマークする・新しいウィンドウを素早く開いて次の作業を開始・IE9のタブに表示中のWebページをサムネから切り替えるワザ,戻す,n
339,iPhone、iPad、iPodtouch、Macを使っているユーザーにメッセージが送れる,送る,n
340,・Facebookとの統合写真、リンク、コメントを位置情報付きで直接、使っているアプリケーションから投稿できるほか、Facebookの友達を自動的に連絡先に追加できます,できる,n
341,・AirPlayミラーリングMacの画面に表示されている全てを、最大1080pでセキュアにストリーミングし、AppleTVを介してHDテレビに簡単にワイヤレスで配信できる,できる,n
342,内蔵グラフィックスは外部に３枚まで映像出力できるようになっており、HDMIやDisplayPortやアナログRGB、DVIといったインターフェイスでディスプレイと接続可能になっている,できる,n
343,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
344,また、グループは公開、非公開の他、秘密など、公開範囲を設定できるので、仕事上のやり取りにだって使える,使う,n
345,」「満開の枝に揺らめくハゲ頭」「グットです♪(´θ｀)ノ」「今年は桜の写真、撮りに行けなかったけど、みんなのたくさんの写真に癒された〜(^^)ありがとう」「おおぉ,行く,n
346,ちゃんと目的のセルを参照しているかどうかをチェックしたいときに使える、便利ワザを紹介しよう,使う,n
347,矢印で参照元がひと目で確認できるので、計算式に間違いがないかどうかをすぐに確認できるこのワザ、ぜひ試してみてもらいたい,できる,n
348,最近のスマートフォンは、本格デジカメとして使えたり、パソコンなみにネットサーフィンができたり、無料通話ができたりと、驚くほど便利な機能が詰まっている,できる,n
349,なお、イケショップでは、2011年3月2日より「MobilePowerStation2700mAh」を30台限定で、iPhone/スマートフォン/携帯電話の充電に使えるモバイル機器用コネクタ・ケーブルセットをプレゼントとのこと,使う,n
350,OS側の調整でかなり違和感のない使い勝手にできるようだが、画像を拡大していくと見えるアラがどうしても出てしまうといった点では、まだまだ対応できているとは言い難い,できる,n
351,これにより、同ソリューションを採用した様々な書店サイトから購入した電子書籍が閲覧できるほか、画面上に表示される書棚に並べて一元管理することが可能だ,並ぶ,n
352,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
353,いつでも自由にチェックでき、定期的に測定できるのが「自動更新」で毎月自動的に引き落としされる,できる,n
354,また定期的な認知症予防講座コラムや認知機能向上アドバイスなども提供され、家族全員で認知症に対応できるようになっている,できる,n
355,特に漫画を見開きで表示しても、全く違和感なく、おそらく作者の意図したであろう通りに表示できていると思われる,できる,n
356,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
357,ふだん何気なく使っているパソコンだが、ちょっとした工夫やヒントで効率よく仕事ができたり、今まで以上に便利に使えたりするテクニックがある,使う,n
358,PDFファイルに直接書き込みができる無料ソフトを活用しよう,できる,n
359,スマートフォンほど高性能では無いがFacebookやTwitterなどのSNSや、メール、地図、Webなど各種インターネットサービスに接続できAngryBirdsなどのアプリも用意されている,できる,n
360,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
361,要は自分のPCで繰り返し何度も見たい動画、iPhone＆iPadやスマホに転送して、外出時に見たいといった需要に対応できるツールがソースネクストの「B's動画レコーダー2」だ,できる,n
362,この機能はオフラインでも使えるようになっており、書籍取得の際にネットが使えれば、その後はネットに接続されていなくても読み進めることができる,使う,n
363,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
364,本機は、ノートPCと一緒に持ち運べる軽量・コンパクトサイズで、Blu-rayディスク（BD）やBDXLディスク、DVD、CDなど幅広いディスクの記録・再生に対応している,持ち運ぶ,n
365,NEC世界最軽量Ultrabookが凄い・アップルに対抗できるのか,できる,n
366,デルは米国法人や日本法人を含める各国において、子供たちや若者がテクノロジーに親しめるようなプログラムを世界各国で積極的に展開している,親しむ,n
367,楽天が大手書店と連携した理由「お得に購入できる裏技あり,できる,n
368,本格化する日本の電子書籍【デジ通】・お得に購入できる裏技あり,できる,n
369,当然ながら高機能で大容量なモバイルバッテリーは、あらゆる端末に対応できるので、多少のデメリットは我慢すればいいという考え方もある,できる,n
370,先述したように「今使っているスマホが充電できればいい」という人に適しているのだが、それ以上に最適と言えるのが、ズバリ、「microUSB端子で充電できるスマホを持っている人」だ,言う,n
371,以上、PortablePowerBankforスマートフォンを紹介したが、スマホ一台持ちでそんなにバリバリに使わないというライトユーザーや女性ユーザーにオススメできるバッテリーである,できる,n
372,■メディアにイメージを焼き付けるUbuntuのイメージCD/DVDを作成するには、UbuntuのWebサイトから最新のISOイメージをダウンロードし、700Mバイト以上の容量を持つCD-R/RW/DVDにブート可能にしてコピーする,焼き付く,n
373,・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える,使う,n
374,本登録まで完了しても、ひとくりにログインしないと使えない,使う,n
375,まずはIDとパスワードを入力してログインしよう■ひとくりにブログを登録するのは非常に簡単ひとくりにログインできたら、お気に入りのブログにアクセスしたらURLをコピーして、URL入力欄に貼りつける,できる,n
376,そんなときに、このアプリで撮影、補正機能を使って写真を簡単に補正、そしてブログにアップといったことが簡単に行えるわけだ,行う,n
377,単純に地球の真後ろに太陽があってそこから光が照らされるために地球の影が月面にできるという理屈なわけだが、そう言われても不思議な現象である,できる,n
378,つまり、クリエイターと読者が一緒にあたらしい電子書籍作品を作れる一体感が魅力なのだ,作る,n
379,さらに「正直に言うとフリック入力は苦手」、「ソフトウェアキーボードでの入力に馴染めない」という人もかなり多い,馴染む,n
380,さらに動物の画像は、加工して保存したり、あるいは直接メールに添付できます,できる,n
381,写真を転送しようと昔から使っていた無料ストレージを使おうとしたら、一度に送れるファイルの容量が50Mバイトまでに制限されており、50Mバイトごとにファイルを分割するのが面倒なので1Gバイトを超えるストレージサービスがないかと探していた,送る,n
382,Webブラウザベースで管理が行えて一度に扱えるファイルは最大4Gバイトまで,扱う,n
383,アップロードしたファイルごとにダウンロード用のURLが作成される仕組みで、アップロード時に割り当てられた削除キーを使えばファイルのダウンロード後にサーバ上からファイルを削除できるようになっている,できる,n
384,■パスワード設定も可能でファイル形式も自由「らくするBOX」会員登録は不要で一度にアップロードできるファイルの最大容量が2Gバイトでアップロード時にダウンロード用のURLリンクを作成、保存期間は7日間といった感じでGigaFile便と似たサービスなのが「らくするBOX」だ,できる,n
385,また、星に関する著書で人気のライター石井ゆかり氏に、星の世界へのナビゲーター役として写真に写り込んだ星を読んでもらい、その言葉を作品に添えて展示することで、星への魅力を一層高める展示となっている,添う,n
386,ツイートを手がかりに、サッカーのゴールシーンや好きなタレントの登場シーンにジャンプできるわけだ,できる,n
387,Android版同様「芸能・ゴシップ・エンタメ関連の記事を便利に読みたい」という人に文句なしでオススメできるアプリに仕上がっているぞ,できる,n
388,NECによる、Twitterと連携した「つぶやきプラス」など独自のものもあるが、トレンドは、OSの起動を待たずにテレビだけをすぐに視聴できるもので、この夏モデルでほぼ出そろった形になっている,できる,n
389,先日あえなく砕け散ったインテルの最新SSD「520シリーズ」を旧型Macに取りつけるという連載,取りつく,n
390,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
391,こんな人におすすめ：音楽が好きな人、ブロック系ゲームが好きな人こんなときにおすすめ：ブロック系ゲームがしたいときアプリ名：ルミネス–TouchFusionカテゴリ：ゲーム価格：450円(2012年4月7日現在）二色のブロックを正方形にならべて、消していくゲームです,ならぶ,n
392,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
393,紺子ぬいぐるみ、みんなのところに行けるといいなぁ・おはこんこん,行く,n
394,ファイルの無許可ダウンロード罰則化はオトナも危険」の件で、もしもこの刑罰化が委員会で決定してしまい本会議に提出されて衆議院を通過するようなことにでもなった場合、せめて片山先生のいらっしゃる参議院で否決して衆議院に差し戻すのにご協力いただければと考えます,いただく,n
395,またiPadを縦表示（1536×2048）にした場合は長手方向の解像度に対応できない,できる,n
396,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
397,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
398,他紙にない企業や株式市場の金融市場といった詳細な経済関連の情報が読めるのであればと、お金を出す人がいるためサービスとしてなんとか成立していると見ていいだろう,読む,n
399,セット内容としては、防水ケース本体、首からかけることができるストラップ、そして腕に巻き付けて固定できるアームバンドも付属している,巻き付く,n
400,アームバンドはケースの裏側に通せるようになっており、アームバンドをそこに通して腕に巻き付けて固定できるようになっている,通す,n
401,アームバンドはケースの裏側に通せるようになっており、アームバンドをそこに通して腕に巻き付けて固定できるようになっている,巻き付く,n
402,iPhoneをマイ自転車に搭載できる強力な防水機能マウント・シンプル・スリム,できる,n
403,・全機種が最新のAndroid4.0搭載・インターネットをサクサク快適に使える「Xi」（クロッシィ）対応スマートフオンの大幅拡大・スマートフォン向け放送局「NOTTV」の番組が楽しめる、モバキャス対応機種の拡大・動画やゲームを存分に楽しめる、処理能力の高いクアッドコア、デュアルコアCPUの搭載・手のひらに収まる3インチ台から、電子書籍も読みやすい5インチ台まで、多彩なサイズバリエーション・デザインだけでなく、コンテンツにまでこだわったコラボレーションモデルまた、今回初めて「らくらくスマートフォン」を提供する,楽しむ,n
404,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
405,今回は、オーディションで通ったテーマに近づけ、今回のような形になりました,近づく,n
406,RINGCUBEはドーナツ状の展示空間をもつギャラリーで、外側と内側の壁面に作品を展示できる,できる,n
407,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
408,UbuntuなどのLinuxとWindowsでは、ファイル名に使える文字の制限が異なる,使う,n
409,なぜなら、ファイル名にWindowsで使えない「：」（半角コロン）が入るからだ,使う,n
410,■ITライフハックTwitter■デジ通の記事をもっと見る・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える・MS「SkyDrive」が機能アップ,使う,n
411,ユーザーは意識せずに好きなジャンルのニュースのみを閲覧できる,できる,n
412,■無料スペースで十分使えるDroplrには有料コースもあり、月3ドルを払うことで、1ファイルあたり容量を1GB、ストレージ容量を100GBに拡張できる,できる,n
413,Googleカレンダーなどでも同じ機能を実現できるが、タスクバーやメニューバーといったところから、すばやく情報にアクセスできるのが利点なのだ,できる,n
414,スマホを車に固定する場合、両面テープでスマホのホルダーをダッシュボードに張り付けたり、ネジ穴を切ってステーを固定したりする方法は、大切な車を傷つけたり、汚れを残したりすることになり、とてもじゃないがやりたくないという人も多いだろう,張り付く,n
415,これに対応できる電源マイコンは、レノボのThinkPadや東芝の企業向けモデルなどに採用されていたが、実は日本製のノートパソコンの多くは、これに対応できる電源マイコンが搭載されていたのだ,できる,n
416,これに対応できる電源マイコンは、レノボのThinkPadや東芝の企業向けモデルなどに採用されていたが、実は日本製のノートパソコンの多くは、これに対応できる電源マイコンが搭載されていたのだ,できる,n
417,しかし、コストパフォーマンスの高い海外メーカーなどは、使用している電源が非対応だったといったような理由で、この機能に対応できていないモノもあるようだ,できる,n
418,また、PC自体に電力量をチェックする機能がついたことで、わざわざ自分でネットで調べることなく、他の機器を含めて、自主的に節電ができるようになる,できる,n
419,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
420,このクーラーは、オプションで外部にファンを2つ追加できるようになっている,できる,n
421,会員である企業は、高価な有償ソフトやサービスを実際に試用して効果測定が行え、提供する企業側は試用感のインタビューに答えてもらうことで商品開発に役立てることができる,役立つ,n
422,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
423,それらが数多あるフォルダの中にうずもれてしまった場合、PCを押収され検索されれば、出てくるわけで、忘れていたファイルのために「クロ」判定されて強引に有罪に持ち込まれる可能性だってある,うずもる,n
424,Ultrabook(TM)の活用事例がわかる「Ultrabook(TM).jp」■Ultrabook(TM)ユーザーになれる大チャンスコストパフォーマンスが非常に高い「Ultrabook(TM)」だが、いざ購入となると決誰しも悩むところだ,なる,n
425,レビューアーになれば、実際に使えるだけでなく、使用感や利用シーンなどのレポートと引き替えに製品を無料で貰えるのだ,貰う,n
426,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
427,このメモリーを用意しておくことで、イザというときにデータを救出できるのはもちろん、外出先で他人のパソコンを借りなければならなくなった場合でも、USBメモリーから起動することで、自分用の環境で使い、データも持ち運びできるわけだ,できる,n
428,・メモ型クラウドサービス「Droplr」備忘録やブックマークに使える,使う,n
429,日本テレビ「ZERO写真展」を開催・写真の凄さ・楽しさに出会える「RINGCUBE」,出会う,n
430,当初の無料スペースは25GBから７GBへと縮小されたが、期間限定で25GBにアップグレードできる,できる,n
431,そして販売国ごとに現地で売れると判断したモデルだけを販売国で投入するという徹底したターゲットニーズ展開も特徴だ,売る,n
432,iOS向け「Googleドライブ」の日本版はまだだが、ファイルにアクセスできないわけではない,できる,n
433,また、面白い機能が開発者ツールで「3DDOMビューア」(Tilt)とCSSスタイルエディタが追加され、標準でページのDOMの解析やCSSファイルの編集が効率的にできるようになっていることだ,できる,n
434,NECによる、Twitterと連携した「つぶやきプラス」など独自のものもあるが、トレンドは、OSの起動を待たずにテレビだけをすぐに視聴できるもので、この夏モデルでほぼ出そろった形になっている,できる,n
435,「スクエアゴールド」は、ゲームや投稿などを楽しんで貯めることができる「イオンスクエア」独自のポイントサービスであり、現金やWAONへの換金はできないが、貯めた「スクエアゴールド」は商品プレゼントの応募などに使用できる,できる,n
436,作ったファイルはExcel形式に変換して、パソコンに送信できる,できる,n
437,ちゃんと目的のセルを参照しているかどうかをチェックしたいときに使える、便利ワザを紹介しよう,使う,n
438,苦しい言い訳をさせてもらうと速報性を優先したために推敲等も一切せずタイトルでの「あやしい」という言葉は正規アプリだったときに言い訳できず不適切だと判断して「不審」と直した程度で掲載,できる,n
439,こんな人におすすめ：お子様のリズム感覚を鍛えたい人こんなときにおすすめ：お子様と楽しみたいときアプリ名：おやこでリズムえほんプラスカテゴリ：教育価格：無料お子様と一緒に楽しめるアプリのご紹介です,楽しむ,n
440,このため動画の撮影や静止画の撮影でケースを外さずに行えるようになっている,行う,n
441,iPhoneをマイ自転車に搭載できる強力な防水機能マウント・シンプル・スリム,できる,n
442,もしレビューアーに選出され、実際にレビューを書いた人にはレビュー後にもれなくレビュー対象製品がプレゼントされることになっている,もる,n
443,IntelZ77Expressチップセットを搭載したGIGABYTEの「GA-Z77X-UD3H」は、第2世代「IntelCoreiシリーズ（SandyBridge）」および第3世代「IntelCoreiシリーズ（IVYBridge）」のパフォーマンスを最大限に引き出せるミドルレンジクラスのマザーボードである,引き出す,n
444,今後、一般家庭に於ける太陽光発電など、小規模な発電が様々な場所で行われるようになると、発電所からの電力に加えて、そうした小規模発電によって生まれた電気のやり取りなどをインテリジェンスに行える送電網の最適化が必要となる,行う,n
445,■全員がもらえるUltrabook.jpステッカーUltrabooker.jpブースで専用の参加申し込みフォームから応募すると、抽選でオリジナルグッズがもらえるプレゼントに参加できる,できる,n
446,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
447,■メモ帳を使ってバッチファイルを作成するempty.exeをC:\Windows\System32以下にコピーできたら、このプログラムが使えるようになっている,できる,n
448,ほか、国の特徴が学べる国図鑑もついていて、難しいときは、図鑑を見てからクイズに挑戦できます,できる,n
449,アカウントホールドはいつでも解除できるし、その間にやめることもできる,やむ,n
450,入会は簡単だが、解約が面倒だったり、料金の支払いを止めるにはやめるしか手が無いという方法ではなく、いくつかのオプションを用意して、ユーザーに解約以外の方法を選べるようにするというのもサービスという点では重要だろう,選ぶ,n
451,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
452,電子書籍は永遠に読めるのか・インテルSSD520をMacに装着,読む,n
453,そこでLGは、ボタンの数を最小限に抑え、直感的に操作ができる新しい発想の「マジックリモコンlを開発した,できる,n
454,メンバー全員にいっせいにお知らせを出せるし、出欠の確認だって取れる,出す,n
455,不正コピーの発覚で多額の賠償金を支払うことになったニュースからマイクロソフトの独自タブレット、常識を塗り替える軽いUltrabook、iPhoneに直接転送できるスキャナ、孫正義氏のTwitterまで、様々な記事が掲載された,できる,n
456,■アップルに対抗できるのか,できる,n
457,■iPhoneに直接転送できるスキャナ,できる,n
458,■お得に購入できる裏技あり,できる,n
459,女性がラクに持ち運べる、エイサーのノートPCが凄いTranscendSDHCカード16GBClass10永久保証[フラストレーションフリーパッケージ(FFP)]TS16GSDHC10Eトランセンド・ジャパン販売元：Amazon.co.jpクチコミを見る,持ち運ぶ,n
460,先日あえなく砕け散ったインテルの最新SSD「520シリーズ」を旧型Macに取りつけるという連載,取りつく,n
461,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
462,さて、Mozcで先の「この問題を首尾よく解決するには」を試したところ、一発で意図通りに変換できた,できる,n
463,USBメモリーは相性問題などもあるようだが、基本的に容量が16GBのUSBメモリーなら使えるようだ,使う,n
464,オンラインゲームに慣れたユーザーだと、チャットを行わずにコミュニケーションを取れないプレーヤー、具体的にはキー入力ができない人やキーボードを接続していない人はどうしても敬遠されてしまう,取る,n
465,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
466,最近の液晶テレビの進化は目覚ましく、地デジ化が完了したと思ったら、今度はインターネットに接続できる「Webテレビ」や「スマートTV」といった新テレビも登場してきた,できる,n
467,■Webテレビを格安で実現その２-HDDをSSDに交換しようノートPCのHDDの内容を外付けハードディスクに保存できたら、早速、ノートPCのHDDをSDDに交換だ,できる,n
468,そもそもGoogleplay上にこうした偽アプリが登録できてしまうというのも問題である,できる,n
469,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
470,注目銘柄は100銘柄まで「マイボード」に登録でき、iPad版では100銘柄を一画面で表示できる,できる,n
471,冒頭の写真のように、赤ちゃんのお尻を胸の谷間に引っかけるようなむしろ「うまい,引っかく,n
472,スマートフォンはもちろん、ケーブル(HDMI)接続することでテレビでも視聴が可能になるほか、aulDを利用することで、パソコンやタブレットでも追加料金なしに本サービスを利用できる,できる,n
473,今回は、自宅でビデオレンタル店なみに映像をストックできる方法を探ってみた,できる,n
474,さらにスマートフォンやタブレット端末で視聴ができて、自宅を巨大な映像ライブラリーにできるアイテムだ,できる,n
475,この方法もメリットは、本体の厚みと重さは若干増しますが、本体のバッテリを2倍以上（2.2倍）にできることです,できる,n
476,電源のオンオフが早くて、移動先でも使いたい時にすぐ使えるUltrabookは、今人気のタブレット端末よりも実は使い勝手も機能もワンランク上だったりする,使う,n
477,「DisplayDock」にUSBケーブル1本でUltrabookを繋ぐだけで、UltrabookがデスクトップPCなみに使えるのだ,使う,n
478,Ultrabookを「DisplayDock」に繋げるだけで、簡単にマルチモニタや大画面モニタを使えるのだ,繋ぐ,n
479,マルチモニタでブラウザ閲覧とビジネス書類作成も快適■忍者のように姿を消せる「DisplayDock」「DisplayDock」は、VESA規格（100mm×100mm）に準拠したディスプレイなら背面に固定できるので、忍者のようにデスクから姿を消すことができる,できる,n
480,ディスプレイの背面に本製品を隠せる左が設置前、右が設置後■これは便利,隠す,n
481,※Windowsのみ対応USB接続された複数の周辺機器を一度に取り外せる「QuickUnplug」つかった製品はこちら・DisplayDock（USB-DD1）「DisplayDock」があれば、外出先ではシンプルでスマートなUltrabook、オフィスや自宅では「DisplayDock」に繋いでデスクトップPC並みの操作性で、ひとつのPCを快適に使うことができる,取り外す,n
482,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
483,内部にノートPCを安全に収納できるスペースを持ち、手提げでもリュックにもなり、肩かけのベルトまで付いているため手放せないのだ,できる,n
484,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
485,ポンと押すだけで次のページや前のページにジャンプできて便利なのだが、実はこのジャンプする単位、ページだけではないのだ,できる,n
486,元に戻せるExcel設定・Word文章の重要部分に蛍光ペンでマークする,戻す,n
487,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
488,Firefoxでは、わざわざメニューから選択しなくてもページをブックマークに登録できるし、詳細も設定することができるので、方法を覚えておこう,できる,n
489,写真1■全部で7つのタブに分かれており、各タブごとに表示できる内容が異なっているもしメモリーを食い過ぎてるプロセスやデバイスドライバなどがあれば「ProcessExplorer」を利用して停止することでメモリーを空けることができる,できる,n
490,そうしたiPhoneのカメラ機能をバリバリ使い倒したいと考えているユーザー向けにiPhoneを三脚に固定できるグッズやiPhoneのカメラのレンズ部分に装着する望遠や広角レンズ、マクロレンズ、レンズフィルターといった様々なiPhoneカメラ向けのアクセサリー類が販売されている,できる,n
491,当店では、本製品の他に、iPhoneでの撮影に使えるミニ三脚やホルダー/スタンド、レンズ等もお取り扱いしておりますので、併せてご検討ください,使う,n
492,iPhoneをマイ自転車に搭載できる強力な防水機能マウント・シンプル・スリム,できる,n
493,東芝の液晶テレビ「レグザ」、シャープの「アクオス」、日立「Wooo」や「RECBOX（HVL-AVシリーズ）」に録画したテレビ番組をホームネットワーク経由でブルーレイやDVDメディアに保存できるのが特徴だ,できる,n
494,発売日当日に運良く端末を入手できたので、さっそく開封レしたぞ,できる,n
495,箱にあらかじめ入っているのではなく「ご利用ガイドブック」などの小冊子は購入時にもらえる,もらう,n
496,ドコモ、MEDIASXN-07Dを発売へ・iPhoneに直接転送できるスキャナ,できる,n
497,日本向けの技術が、何らかの形で海外展開時に応用できるのかもしれないが、テレビ関連市場に関してはそもそも、文化自体が異なるので、技術力などで何とかなる問題でもない,できる,n
498,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
499,ZERO写真展の概要主催：日本テレビ放送網株式会社特別協賛：株式会社リコー期間：2012年3月14日（水）〜2012年4月1日（日）※休館日を除く場所：リコーフォトギャラリーRINGCUBEギャラリーゾーン所在地：東京都中央区銀座5-7-2三愛ドリームセンター（受付9階）電話：03-3289-1521開館時間：11:00〜20:00（最終日17:00まで）休館日：火曜日入場料：無料■リコーフォトギャラリー「RINGCUBE」■RINGCUBEの記事をもっと見る・写真の凄さ・楽しさに出会える「RINGCUBE」,出会う,n
500,同期を自動、15分間隔、手動などに設定できる点も、公式アプリとそん色ない,できる,n
501,ハードウェアだけでは無く、OSやアプリなど含め、タブレットでは唯一成功しているといえるiPadに対抗できる製品かどうかは未知数だ,できる,n
502,Windows7を搭載し、それなりに売れている,売る,n
503,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
504,■音楽や動画などを簡単に再生できる「DellStage2.0」連絡先やSNS、よく見るWEBサイトにホーム画面からスムーズにアクセスできる、Dell独自のホームウィジェット「DellStage2.0」を搭載,できる,n
505,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
506,2012年は7月中旬より全国的に猛暑日となったが、ちょうどこのころからMacBookProRetinaモデルも熱くなりすぎて、パームレストに手を置けないような状態になっている,置く,n
507,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
508,■ハイビジョン映像をHDDに残せる「GV-D4HVR」をタダで貰おうZigsowが運営しているUltrabook専門コンテンツ「Ultrabooker.jp」で募集を開始した製品がある,残す,n
509,僕もTaichiさんに写真展の機会をもらえたので、本当にいい写真を撮って頑張っている人に、次に展示してほしいと思ったのでバトンを渡しました,もらう,n
510,日本テレビ「ZERO写真展」を開催・写真の凄さ・楽しさに出会える「RINGCUBE」,出会う,n
511,本製品があれば、録画した番組のファイルサイズをクラウドでも利用できるサイズに小さくできる,できる,n
512,ファイルサイズが小さいH.264形式に変換すればクラウドサービスにデータをアップロードできるし、どこでもクラウド経由で動画が見られる,できる,n
513,2.パソコンに繋げる「GV-D4HVR」にUSBケーブルを繋げる,繋ぐ,n
514,2.パソコンに繋げる「GV-D4HVR」にUSBケーブルを繋げる,繋ぐ,n
515,※1枚のDVDに保存できる映像は、最大約240分まで1枚の容量に収まるように画質を自動調整してくれるつかった製品はこちら・USB接続フルHD対応ハードウェアH.264エンコーダ搭載ビデオキャプチャー「GV-D4HVR」USB接続フルHD対応ハードウェアH.264エンコーダ搭載ビデオキャプチャー「GV-D4HVR」があれば、Ultrabookや激安ノートPCでも、コマ落ちすることなく、地デジ放送の番組録画・視聴できるだけでなく、昔の録画データも変換して視聴できる,できる,n
516,海外でのクレジットカード決済のときにスラスラと筆記体でサインができればカッコイイですしね,できる,n
517,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
518,本製品を使えば、テレビ番組をカートリッジごとに管理できるうえに、パソコンで視聴したり、編集できる機能も実装予定だという,できる,n
519,※コンテンツの操作は、パソコンやテレビに搭載のWEBブラウザーから行えるさらにライブラリは、昔のビデオカセットの様に、本棚に整理しておけたりするので、いちいちHDDレコーダーの録画画面をみなくても、見たい番組を目で見て選べるのだ,行う,n
520,DVI-I端子またはRGB端子（アナログ用変換アダプターも添付）で、モニターに接続できるUltrabookに本製品を追加すれば、現在のパソコン環境にWUXGA（1920×1200）やフルHD（1920×1080）までの大画面液晶ディスプレイをプラスして、快適な作業環境、そしてスピード感ある映像再生環境を実現できる,できる,n
521,●最大6画面を実現できる本製品は、1台のパソコンに最大6台までのモニターを同時接続できる,できる,n
522,●オフィスや自宅でマルチモニターを実現「USBグラフィック」にモニターのDVIケーブルを接続し、Ultrabookにユーティリティをインストールしたら、「USBグラフィック」をUltrabookのUSB端子に繋げる,繋ぐ,n
523,「USBグラフィック」をUltrabookのUSB端子に繋げる■ネットトレーディング（インターネット株取引）にも最適ノートPCとマルチモニターを組み合わせは、個人のネットトレーディング（インターネット株取引）にも最適だ,繋ぐ,n
524,つかった製品はこちら・USB3.0/2.0対応外付グラフィックアダプター「USBグラフィック」「USBグラフィック」を使えば、Ultrabookのように画面が小さなマシンでも、外部モニターに繋げて、マルチモニター環境を手軽に構築することができる,繋ぐ,n
525,この価格であれば、マシンのパワーアップ代と考えても、十分にリーズナブルな価格と言えるだろう,言う,n
526,iPadをコントロールするキーも用意されているのでプレゼン等に存分に活用できます,できる,n
527,一方、アップルはiPhone4を従来の等倍の解像度にすることで、iOSの対応は当然として、ソフトウェアも比較的簡単に高精細＆高解像度な環境に簡単に移行できるようにした,できる,n
528,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
529,また、ホルダー部分は360度回転可能なのでスマホをタテ置き、ヨコ置きに自在にできる,できる,n
530,そんなときはニコ動やYoutubeなど「作業用BGM」なんてキーワードで検索しているのだが、これだと聞きたいアーティストになかなかたどり着けない,たどり着く,n
531,本格化する日本の電子書籍【デジ通】・お得に購入できる裏技あり,できる,n
532,Siriの音声認識機能は、英語でも、アメリカ、イギリス、オーストラリアの3つの地域別に設定できる,できる,n
533,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
534,会員である企業は、高価な有償ソフトやサービスを実際に試用して効果測定が行え、提供する企業側は試用感のインタビューに答えてもらうことで商品開発に役立てることができるサービスだ,役立つ,n
535,さらにスマートフォンやタブレット端末で視聴ができて、自宅を巨大な映像ライブラリーにできるアイテムだ,できる,n
536,たくさん録画すればするほど、いざ見たいと思ったときにすぐに探し出せず、せっかく録画しても一度も見ないなどというケースも多い,探し出す,n
537,無線LANルーターがあれば、放送中の番組や、パソコンに録りためた番組を楽しめる,楽しむ,n
538,この4G対応版が日本のLTEサービスに対応できるかという点が問題だ,できる,n
539,しかし、細かな仕様が原稿執筆時点で公開されていないため詳細はわからないが、たとえばAT&T版のiPadはドコモのLTEサービスXiにハードウェア的に対応できない可能性がある,できる,n
540,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
541,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
542,液晶パネルは1280×720ドットの解像度があり、WVGAディスプレイ（800×480ドット）に比べ、画面に表示できる情報量は約2倍となっている,できる,n
543,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
544,電子書籍は永遠に読めるのか	・キンドルが日本に参入する,読む,n
545,このゲームは、ある程度進めると基本的にどこにでも行けるようになるがゲーム中盤でそこそこ強くなっていても、全く歯が立たないモンスターのいるエリアに迂闊に入り込んでしまうと瞬殺されてしまう,行く,n
546,電子書籍は永遠に読めるのか・キンドルが日本に参入する,読む,n
